distance,angle,defender_distance,shot_clock,game_situation,shot_quality
19.752863998140008,12.588544866485393,6.557574577250747,8.271281372845714,3,0.43720744635752107
27.916414029087264,18.03402661303528,10.913925502519978,16.732398129558497,2,0.5203636430437407
24.270570707355805,12.529203561308691,7.19973582982885,8.29730000398957,3,0.38580810280006567
7.756215699717756,-26.81339272009534,3.6579160883742343,18.373774208684175,3,0.5402698935774378
10.004988547336763,-13.607433797544893,7.9558789580260525,17.48468705539621,0,0.7115853591198865
27.206603361887858,37.86192333240875,3.9489014990860594,2.878678099933847,3,0.31384112903068495
1.1579591369672417,49.062643509223065,6.662582513944991,19.293543505433007,2,0.6610009576397566
25.63685255148299,-35.06783069832338,1.1837870508495896,2.2411929704445965,1,0.2882416148547925
24.912082862561387,-53.83665695058991,6.767841747765212,7.625083801489335,2,0.42671888515469847
15.038048585311623,50.76067462537026,5.74280406168983,23.40174135141747,0,0.4888527279305462
10.090972804579406,39.55694812031631,7.745413646637917,15.630202792892213,3,0.5566880070217299
9.3527683630232,11.835328972085918,6.800118120155641,20.55491703744081,1,0.7194019192215018
8.646087629623738,34.86094210459423,6.873065561781496,22.24221347241339,0,0.6450426893811114
14.352289176479397,10.36860159294774,8.84715202239575,6.351968602097715,1,0.5958586026042703
16.1364477687386,44.52934883740308,1.6013901391106478,19.096447069454968,1,0.484498546162507
17.604920562234774,-28.231992074998065,9.01912899915922,8.935450395949275,1,0.5232643056595159
30.86500850303178,-6.145542288663194,7.485354721347754,1.5557879233051297,2,0.36058935526659075
24.779857576412592,18.763552729118132,8.263304363643366,2.563380165300316,2,0.3526172491802067
19.66537688323488,-31.280615662764102,4.794871454955382,3.0298267242519454,2,0.3669546545729108
30.668804430456547,23.63002138555707,1.021989312152603,15.153876021318624,3,0.1805744767196597
7.4592609470679685,-26.138871710232557,11.06468312858096,15.39961597176452,1,0.8049501057265823
5.8063610157353365,23.102402054004145,9.923207154898519,20.339898060237783,3,0.7846060628289537
19.376188128190922,33.463766743010154,11.713006478579292,7.081967972637972,1,0.49243824316227924
2.318260238841501,-8.340510556903922,5.524138323089559,18.30155084765522,0,0.82
2.0704083632078842,53.91224792837748,10.617171769846593,6.402372666147452,2,0.7574954171954457
16.44666460814111,14.450477887623123,10.458236404424028,7.527547768928558,0,0.6060208334265195
14.986180759758673,28.224090063001398,6.598902008514508,15.739680195626654,0,0.5943065262022327
28.515033195785566,-52.73453934156025,10.806173725876171,9.420460589744806,2,0.4568671943884316
19.876787634730313,-42.590721120152025,9.775902666598185,23.95259724274746,1,0.5516320548450206
16.423529397985416,23.26354437482169,1.2321293968797513,7.597215803731134,2,0.343226497969905
15.906203061805128,48.74270170830424,1.605504380421308,5.698347548922989,1,0.3335293919732862
8.425447660819925,14.105178805349851,4.8886498368639595,21.100547256579027,3,0.6156250257184319
1.3538207662751758,45.41280740014756,6.3946432671272175,20.95446427048772,1,0.725076720889649
6.772064319559319,-48.490704264720954,7.831708548847506,3.910095398159605,3,0.5433206160395478
21.760963626455176,43.081458046487484,6.772154666004637,8.101609128833735,2,0.5030367450369343
7.018201719609856,41.504592633198584,10.512671063625884,12.24299333482524,1,0.6738869297139237
12.0860893180662,14.175467540810928,9.6085826141328,1.5905452799555624,0,0.6692763284889889
1.1120272615622786,-7.757954821830808,1.229904951685917,8.899338599291879,0,0.6286130351332534
25.90143189405237,22.544273473130275,4.0707235783083195,18.48537017375229,3,0.3381398953216159
5.633832431843196,-28.169112307950567,10.654686433150866,18.441314484648835,1,0.7407996669962057
9.027979136913563,18.441073840214756,9.061584477776123,3.570492533759203,2,0.6681855149747926
27.40996461942486,21.3685063160235,0.18868731215064605,7.283746448796937,1,0.20694621400816274
16.293724296052694,4.389262281472384,7.52106306992758,6.44156547668458,3,0.46325910274670956
26.41450739097608,-26.39177106059348,1.515881164332829,16.431099298717946,0,0.30495571327428633
20.191515008275786,-54.768238306336315,6.040517056819585,3.1652599410194684,3,0.3309799434003113
23.253128420855713,-33.46439362305421,11.92983701617159,23.663018962996414,2,0.5810540545683965
3.74486815189137,36.715308752848486,0.9025838436041753,2.7842129919338285,0,0.5339523163437433
17.234314641294663,-31.64981629851751,9.882783217107132,12.689638815188049,2,0.5541386865703526
16.2331670890105,-46.82359725298398,5.8043647525489845,16.880085834474723,3,0.4316922610299634
27.14018130078642,-27.870183826257353,11.745504470666578,22.758194738892847,2,0.4203653041916607
11.837921770424728,2.109007611288007,10.314686594053164,14.739470669920975,2,0.6885314528645052
18.94552201621639,9.490114123698149,0.7786800381847074,20.531360420543024,3,0.4333294486489774
2.7775492703651086,41.48618926284112,7.719743581144781,12.742833240056637,2,0.7723328591125616
12.628954033321861,39.02319759410618,10.323559069773754,5.302069739458765,2,0.6363121628387813
10.6910903877462,51.56140034669562,3.3508953742124477,10.103280865550953,0,0.4976581312000778
5.505991872113556,42.269504144051325,8.457086846262705,14.56740676000362,3,0.6756908705145304
25.49014311457227,-5.47166390913948,3.0515847138350805,12.743461344502277,1,0.39137768049475424
12.383385146509374,-39.39331337190291,2.463311514645253,18.781436841509887,3,0.39315028319035106
30.36243653233665,50.135843792598976,3.986584926206931,12.948737291544528,0,0.3006111792289068
18.69975079031831,-29.8361579713919,3.516750263050676,9.201038801570975,2,0.4588121182054975
19.15168761489554,13.433165761403387,11.548946430310737,12.364498806236915,3,0.5881470805839336
20.139897423649966,-25.908662186727433,2.8200499433509107,12.470265590975382,2,0.4120834234414573
21.29350731438365,34.85074366208097,5.094587109762298,0.2394772079764378,0,0.360242709344458
